98    0.000000e+000 0.000000e+000 -5.500000e+000
99    0.000000e+000 0.000000e+000 -2.750000e+000
100    0.000000e+000 0.000000e+000 0.000000e+000
101    0.000000e+000 2.750000e+000 -8.250000e+000
102    0.000000e+000 2.750000e+000 -5.500000e+000
103    0.000000e+000 2.750000e+000 -2.750000e+000
104    0.000000e+000 2.750000e+000 0.000000e+000
105    0.000000e+000 5.500000e+000 -8.250000e+000
106    0.000000e+000 5.500000e+000 -5.500000e+000
107    0.000000e+000 5.500000e+000 -2.750000e+000
108    0.000000e+000 5.500000e+000 0.000000e+000
109    0.000000e+000 8.250000e+000 -8.250000e+000
110    0.000000e+000 8.250000e+000 -5.500000e+000
111    0.000000e+000 8.250000e+000 -2.750000e+000
112    0.000000e+000 8.250000e+000 0.000000e+000
113    2.750000e+000 -8.250000e+000 -8.250000e+000
114    2.750000e+000 -8.250000e+000 -5.500000e+000
115    2.750000e+000 -8.250000e+000 -2.750000e+000
116    2.750000e+000 -8.250000e+000 0.000000e+000
117    2.750000e+000 -5.500000e+000 -8.250000e+000
118    2.750000e+000 -5.500000e+000 -5.500000e+000
119    2.750000e+000 -5.500000e+000 -2.750000e+000
120    2.750000e+000 -5.500000e+000 0.000000e+000
121    2.750000e+000 -2.750000e+000 -8.250000e+000
122    2.750000e+000 -2.750000e+000 -5.500000e+000
123    2.750000e+000 -2.750000e+000 -2.750000e+000
124    2.750000e+000 -2.750000e+000 0.000000e+000
125    2.750000e+000 0.000000e+000 -8.250000e+000
126    2.750000e+000 0.000000e+000 -5.500000e+000
127    2.750000e+000 0.000000e+000 -2.750000e+000
128    2.750000e+000 0.000000e+000 0.000000e+000
129    2.750000e+000 2.750000e+000 -8.250000e+000
130    2.750000e+000 2.750000e+000 -5.500000e+000
131    2.750000e+000 2.750000e+000 -2.750000e+000
132    2.750000e+000 2.750000e+000 0.000000e+000
133    2.750000e+000 5.500000e+000 -8.250000e+000
134    2.750000e+000 5.500000e+000 -5.500000e+000
135    2.750000e+000 5.500000e+000 -2.750000e+000
136    2.750000e+000 5.500000e+000 0.000000e+000
137    2.750000e+000 8.250000e+000 -8.250000e+000
138    2.750000e+000 8.250000e+000 -5.500000e+000
139    2.750000e+000 8.250000e+000 -2.750000e+000
140    2.750000e+000 8.250000e+000 0.000000e+000
141    5.500000e+000 -8.250000e+000 -8.250000e+000
142    5.500000e+000 -8.250000e+000 -5.500000e+000
143    5.500000e+000 -8.250000e+000 -2.750000e+000
144    5.500000e+000 -8.250000e+000 0.000000e+000
145    5.500000e+000 -5.500000e+000 -8.250000e+000
146    5.500000e+000 -5.500000e+000 -5.500000e+000
147    5.500000e+000 -5.500000e+000 -2.750000e+000
148    5.500000e+000 -5.500000e+000 0.000000e+000
149    5.500000e+000 -2.750000e+000 -8.250000e+000
150    5.500000e+000 -2.750000e+000 -5.500000e+000
151    5.500000e+000 -2.750000e+000 -2.750000e+000
152    5.500000e+000 -2.750000e+000 0.000000e+000
153    5.500000e+000 0.000000e+000 -8.250000e+000
154    5.500000e+000 0.000000e+000 -5.500000e+000
155    5.500000e+000 0.000000e+000 -2.750000e+000
156    5.500000e+000 0.000000e+000 0.000000e+000
157    5.500000e+000 2.750000e+000 -8.250000e+000
158    5.500000e+000 2.750000e+000 -5.500000e+000
159    5.500000e+000 2.750000e+000 -2.750000e+000
160    5.500000e+000 2.750000e+000 0.000000e+000
161    5.500000e+000 5.500000e+000 -8.250000e+000
162    5.500000e+000 5.500000e+000 -5.500000e+000
163    5.500000e+000 5.500000e+000 -2.750000e+000
164    5.500000e+000 5.500000e+000 0.000000e+000
165    5.500000e+000 8.250000e+000 -8.250000e+000
166    5.500000e+000 8.250000e+000 -5.500000e+000
167    5.500000e+000 8.250000e+000 -2.750000e+000
168    5.500000e+000 8.250000e+000 0.000000e+000
169    8.250000e+000 -8.250000e+000 -8.250000e+000
170    8.250000e+000 -8.250000e+000 -5.500000e+000
171    8.250000e+000 -8.250000e+000 -2.750000e+000
172    8.250000e+000 -8.250000e+000 0.000000e+000
173    8.250000e+000 -5.500000e+000 -8.250000e+000
174    8.250000e+000 -5.500000e+000 -5.500000e+000
175    8.250000e+000 -5.500000e+000 -2.750000e+000
176    8.250000e+000 -5.500000e+000 0.000000e+000
177    8.250000e+000 -2.750000e+000 -8.250000e+000
178    8.250000e+000 -2.750000e+000 -5.500000e+000
179    8.250000e+000 -2.750000e+000 -2.750000e+000
180    8.250000e+000 -2.750000e+000 0.000000e+000
181    8.250000e+000 0.000000e+000 -8.250000e+000
182    8.250000e+000 0.000000e+000 -5.500000e+000
183    8.250000e+000 0.000000e+000 -2.750000e+000
184    8.250000e+000 0.000000e+000 0.000000e+000
185    8.250000e+000 2.750000e+000 -8.250000e+000
186    8.250000e+000 2.750000e+000 -5.500000e+000
187    8.250000e+000 2.750000e+000 -2.750000e+000
188    8.250000e+000 2.750000e+000 0.000000e+000
189    8.250000e+000 5.500000e+000 -8.250000e+000
190    8.250000e+000 5.500000e+000 -5.500000e+000
191    8.250000e+000 5.500000e+000 -2.750000e+000
192    8.250000e+000 5.500000e+000 0.000000e+000
193    8.250000e+000 8.250000e+000 -8.250000e+000
194    8.250000e+000 8.250000e+000 -5.500000e+000
195    8.250000e+000 8.250000e+000 -2.750000e+000
196    8.250000e+000 8.250000e+000 0.000000e+000
